crisis_id,crisis_name,type_of_crisis,regional_or_country,country_level,individual_aggregated,website_name,iso3,country,regions,INFORM Severity Index,INFORM Severity category (numeric),INFORM Severity category,Reliability,Impact of the crisis,Geographical Impact,Human Impact,Conditions of affected people,People in need,Concentration of conditions,Complexity,Society and safety,Operating environment,Last updated,mon,year
ZMB002,Drought in Zambia,Drought,Country,Yes,Individual,Drought,ZMB,Zambia,Africa,2.7,3,Medium,High,2.4,3.9,1.4,3.5,3.9,3,1.6,1.7,1.5,2019-11-15,Dec,2019
ZWE001,Complex crisis in Zimbabwe,Complex crisis,Country,Yes,Individual,Complex crisis,ZWE,Zimbabwe,Africa,3.7,4,High,High,3.2,4.6,2.2,4.3,4.5,4,3,2.9,3,2019-12-16,Dec,2019
AFG001,Complex crisis in Afghanistan,Complex crisis,Country,Yes,Individual,Complex crisis,AFG,Afghanistan,Asia,4.4,5,Very High,High,4.9,4.9,4.9,4.4,4.7,4,4.2,3.9,4.5,2020-01-29,Jan,2020
BDI001,Complex in Burundi,Complex crisis,Country,Yes,Individual,Complex crisis ,BDI,Burundi,Africa,3.7,4,High,High,3.8,4,3.7,3.9,3.7,4,3.5,2.9,4,2020-01-29,Jan,2020
BFA002,Conflict in Burkina Faso,Conflict,Country,Yes,Individual,Conflict,BFA,Burkina Faso,Africa,3.2,4,High,High,3.6,3.2,3.8,3.2,3.3,3,2.9,2.8,3,2019-12-12,Jan,2020
BGD002,Rohingya refugee crisis,International displacement,Country,Yes,Individual,Rohingya Refugees,BGD,Bangladesh,Asia,3.2,4,High,Very High,2.7,0.1,3.6,3.7,3.3,4,2.8,2.5,3,2020-01-30,Jan,2020
BGD004,Multiple Crises in Bangladesh,,Country,No,Individual,,BGD,Bangladesh,Asia,3.2,4,High,High,3.2,3.2,3.2,3.6,4.1,3,2.5,2.5,2.5,2019-08-13,Jan,2020
BHS002,Hurricane Dorian in Bahamas ,,Country,Yes,Individual,,BHS,Bahamas,Americas,1.7,2,Low,Very High,2.2,1.2,2.6,1,0,2,2.2,1.3,3,2019-12-10,Jan,2020
BRA002,Venezuela displacement in Brazil,International displacement,Country,No,Individual,Venezuelan refugees,BRA,Brazil,Americas,2.2,3,Medium,High,2.3,1.1,2.8,2.7,2.3,3,1.5,2,1,2019-12-17,Jan,2020
CAF001,Complex crisis in CAR,Complex crisis,Country,Yes,Individual,Complex crisis,CAF,CAR,Africa,3.9,4,High,High,4.2,4.3,4.1,4,4,4,3.6,3.7,3.5,2019-12-16,Jan,2020
CAF002,Floods in CAR,Flood,Country,,Individual,,CAF,CAR,Africa,2.3,3,Medium,High,2.6,2.7,2.5,1.2,1.3,1,3.6,3.7,3.5,2019-12-20,Jan,2020
CMR001,Multiple crises in Cameroon,Multiple crises country,Country,Yes,Aggregated,Country level,CMR,Cameroon,Africa,4,4,High,High,3.6,3.5,3.7,4.1,4.2,4,4.1,3.6,4.5,2020-01-29,Jan,2020
CMR002,Boko Haram in Cameroon,Conflict,Country,No,Individual,Boko Haram,CMR,Cameroon,Africa,3.7,4,High,High,3.2,1.3,3.8,3.9,3.8,4,3.6,3.6,3.5,2020-01-29,Jan,2020
CMR003,Anglophone Crisis in Cameroon,Conflict,Country,No,Individual,Anglophone crisis,CMR,Cameroon,Africa,3.6,4,High,High,3.2,2.3,3.6,3.8,3.5,4,3.6,3.6,3.5,2020-01-29,Jan,2020
CMR004,CAR refugees in Cameroon,International displacement,Country,No,Individual,CAR refugees,CMR,Cameroon,Africa,2.6,3,Medium,High,2,1.9,2,2.7,2.4,3,2.9,3.6,2,2020-01-29,Jan,2020
COD001,Complex crisis in DRC,Complex crisis,Country,Yes,Individual,Complex crisis,COD,DRC,Africa,4.2,5,Very High,High,4.4,5,4,4,5,3,4.3,4.1,4.5,2019-12-20,Jan,2020
COD002,Floods in DRC,Flood,Country,,Individual,,COD,DRC,Africa,2.7,3,Medium,High,2.7,3.6,2.1,1.7,2.3,1,4.1,4.1,4,2019-12-20,Jan,2020
COG001,Complex crisis in Congo,Complex crisis,Country,Yes,Individual,Complex crisis,COG,Congo,Africa,,,,Medium,2.4,2.7,2.3,,,,3.2,3.4,3,2019-12-20,Jan,2020
COG002,Pool conflict,Conflict,Country,,Individual,Conflict,COG,Congo,Africa,1.8,2,Low,High,1.8,0.8,2.2,1.1,0.1,2,3,3.4,2.5,2019-12-16,Jan,2020
COL001,Complex crisis in Colombia,Complex crisis,Country,Yes,Individual,Complex crisis,COL,Colombia,Americas,4.1,5,Very High,Low,4.4,5,4,4.3,4.5,4,3.5,2.9,4,2019-11-01,Jan,2020
COL002,Venezuela displacement in Colombia,International displacement,Country,No,Individual,Venezuelan refugees ,COL,Colombia,Americas,3.3,4,High,Low,3.6,3.1,3.8,3.4,3.7,3,3,2.9,3,2019-11-29,Jan,2020
CRI002,Nicaraguan refugees in Costa Rica,International displacement,Country,Yes,Individual,Nicaraguan refugees,CRI,Costa Rica,Americas,1.3,2,Low,High,1.3,1,1.4,1.5,1,2,0.9,0.8,1,2020-01-07,Jan,2020
DJI001,Multiple crises in Djibouti,Multiple crises country,Country,Yes,Aggregated,Country level,DJI,Djibouti,Africa,2.9,3,Medium,High,2.3,3.1,1.9,3.3,2.5,4,2.7,2.3,3,2019-12-17,Jan,2020
DJI002,Mixed migration in Djibouti,International displacement,Country,No,Individual,Mixed Migration,DJI,Djibouti,Africa,1.4,2,Low,High,1.9,3.1,1.2,0.9,0.8,1,1.9,2.3,1.5,2019-12-17,Jan,2020
DJI003,Drought in Djibouti,Drought,Country,No,Individual,Drought,DJI,Djibouti,Africa,2.8,3,Medium,High,2.1,3.1,1.5,3.3,2.5,4,2.7,2.3,3,2019-12-17,Jan,2020
DJI004,Floods in Djibouti,Flood,Country,No,Individual,,DJI,Djibouti,Africa,2.3,3,Medium,High,1.9,2.5,1.6,2.5,2,3,2.4,2.3,2.5,2019-12-17,Jan,2020
DZA002,Mixed migration flows in Algeria,International displacement,Country,No,Individual,Mixed Migration,DZA,Algeria,Africa,,,,High,3.5,5,2.2,,,,1.9,2.9,0.5,2019-12-16,Jan,2020
DZA003,Sahrawi refugees in Algeria,International displacement,Country,No,Individual,Sahrawi refugees,DZA,Algeria,Africa,2.2,3,Medium,Medium,2.2,1.1,2.6,2.3,1.6,3,2.1,2.9,1,2019-12-16,Jan,2020
ECU002,Venezuela displacement in Ecuador,International displacement,Country,Yes,Individual,Venezuelan refugees ,ECU,Ecuador,Americas,2.3,3,Medium,High,1.8,0.7,2.3,2.8,2.6,3,1.9,2.3,1.5,2019-12-17,Jan,2020
EGY002,Syrian Refugee Crisis in Egypt,International displacement,Country,Yes,Individual,Refugee crisis,EGY,Egypt,Africa,1.7,2,Low,High,1.7,1.8,1.6,1.2,1.4,1,2.3,2.5,2,2019-12-17,Jan,2020
ERI001,Complex crisis in Eritrea,Complex crisis,Country,Yes,Individual,Complex crisis,ERI,Eritrea,Africa,3.8,4,High,Low,3.8,3.8,3.8,3.5,4,3,4.4,3.4,5,2019-12-17,Jan,2020
ETH001,Complex crisis in Ethiopia,Complex crisis,Country,Yes,Individual,Complex crisis,ETH,Ethiopia,Africa,3.8,4,High,Medium,4.1,5,3.4,4,4.9,3,3.4,3.3,3.5,2019-12-17,Jan,2020
GRC002,Mixed migration flows in Greece,International displacement,Country,Yes,Individual,Mixed Migration,GRC,Greece,Europe,1.9,2,Low,High,2.1,0.3,2.8,2,0.9,3,1.7,1.9,1.5,2019-12-16,Jan,2020
GTM001,Complex crisis in Guatemala,Complex crisis,Country,Yes,Individual,Complex crisis,GTM,Guatemala,Americas,3.5,4,High,High,4.3,4.4,4.2,3.6,4.1,3,2.9,3.2,2.5,2019-12-12,Jan,2020
HND001,Complex crisis in Honduras,Complex crisis,Country,Yes,Individual,Complex crisis,HND,Honduras,Americas,3.2,4,High,Very High,3.7,4.2,3.4,3.2,3.3,3,2.8,3,2.5,2019-12-16,Jan,2020
HTI001,Complex crisis in Haiti,Complex crisis,Country,Yes,Individual,Complex crisis,HTI,Haiti,Americas,3.4,4,High,High,3.1,4,2.6,4.2,4.3,4,2.5,2.9,2,2019-11-29,Jan,2020
IDN001,Complex Crisis in Indonesia ,,Country,No,Individual,,IDN,Indonesia,Asia,1.9,2,Low,High,2.3,2.8,2,0.8,0.5,1,3.1,2.7,3.5,2020-01-30,Jan,2020
IDN002,Papua Conflict,Conflict,Country,Yes,Individual,Papua Conflict,IDN,Indonesia,Asia,,,,High,2.9,1.9,3.3,,,,2.9,2.7,3,2020-01-30,Jan,2020
IDN005,Jakarta Floods,,Country,No,Individual,,IDN,Indonesia,Asia,1.4,2,Low,High,1.9,1.8,2,0.8,0.5,1,1.9,2.7,1,2020-01-30,Jan,2020
IND002,Conflict in Jammu and Kashmir,Conflict,Country,Yes,Individual,Kashmir conflict ,IND,India,Asia,,,,Low,2.8,2,3.1,,,,2.3,2.6,2,2020-01-29,Jan,2020
IRN003,Floods in Sistan - Baluchestan ,,Country,No,Individual,,IRN,Iran,Middle east,1.6,2,Low,High,1.3,1.4,1.2,1.2,0.4,2,2.3,2.9,1.5,2020-01-30,Jan,2020
IRQ001,Multiple crises in Iraq,Multiple crises country,Country,Yes,Aggregated,Country level,IRQ,Iraq,Middle east,4.2,5,Very High,Very High,4.6,4,4.9,4.2,4.4,4,3.9,3.7,4,2019-12-17,Jan,2020
IRQ002,Conflict  in Iraq,Conflict,Country,No,Individual,Conflict,IRQ,Iraq,Middle east,4.1,5,Very High,Very High,4.1,3.8,4.2,4.2,4.3,4,3.9,3.7,4,2019-12-17,Jan,2020
IRQ003,Syrian and Palestinian refugees in iraq,International displacement,Country,No,Individual,Syrian Refugees,IRQ,Iraq,Middle east,2.9,3,Medium,High,2.7,1.3,3.2,2.7,2.3,3,3.6,3.7,3.5,2019-12-17,Jan,2020
JOR002,Syrian refugees in Jordan,International displacement,Country,Yes,Individual,Syrian refugees,JOR,Jordan,Middle east,2.5,3,Medium,High,2.7,3,2.5,3,2.9,3,1.7,2.3,1,2019-12-17,Jan,2020
KEN001,Multiple crisis in Kenya ,Multiple crises country,Country,Yes,Aggregated,Country level ,KEN,Kenya,Africa,3.3,4,High,High,3.5,4.9,2.4,3.7,4.3,3,2.6,3.2,2,2019-11-29,Jan,2020
KEN002,Refugee situation in Kenya,International displacement,Country,No,Individual,Refugee situation,KEN,Kenya,Africa,2.7,3,Medium,High,2.8,1.9,3.2,2.9,2.8,3,2.2,3.2,1,2019-11-29,Jan,2020
KEN003,Drought in Kenya,Drought,Country,No,Individual,Drought,KEN,Kenya,Africa,3.2,4,High,Medium,3.6,4.9,2.5,3.6,4.2,3,2.4,3.2,1.5,2019-11-29,Jan,2020
KEN004,Floods in Kenya,Flood,Country,No,Individual,,KEN,Kenya,Africa,,,,Medium,2.7,3.8,1.9,,,,2.6,3.2,2,2019-12-05,Jan,2020
LBN002,Syrian refugees in Lebanon,International displacement,Country,No,Individual,Syrian refugees,LBN,Lebanon,Middle east,2.9,3,Medium,High,3,3.6,2.6,3.2,3.3,3,2.5,2.4,2.5,2019-10-29,Jan,2020
LBY001,Complex crisis in Libya,Multiple crises country,Country,Yes,Aggregated,Complex crisis,LBY,Libya,Africa,3.9,4,High,High,4.1,4.5,3.8,3.7,3.4,4,4.2,3.9,4.5,2019-12-16,Jan,2020
LBY002,Mixed migration flows in Libya,International displacement,Country,No,Individual,Mixed Migration,LBY,Libya,Africa,3.5,4,High,High,3.7,4.5,3.2,3.5,3,4,3.5,3.9,3,2019-12-16,Jan,2020
LSO002,Drought in Lesotho,Drought,Country,Yes,Individual,Drought,LSO,Lesotho,Africa,2.2,3,Medium,High,2.1,3.4,1.2,2.9,2.7,3,1.1,1.7,0.5,2019-10-28,Jan,2020
MAR002,Mixed migration flows in Morocco,International displacement,Country,Yes,Individual,Mixed Migration,MAR,Morocco,Africa,,,,Low,3.7,4.3,3.4,,,,2.2,3.2,1,2019-12-16,Jan,2020
MDG002,Drought in Madagascar,Drought,Country,No,Individual,Drought,MDG,Madagascar,Africa,2.7,3,Medium,High,4,1.8,4.6,3.1,3.1,3,1.1,1.7,0.5,2020-01-30,Jan,2020
MEX001,Multiple crisis in Mexico,Multiple crises country,Country,Yes,Aggregated,Country Level,MEX,Mexico,Americas,,,,Medium,4.2,4.6,3.9,,,,3,3,3,2019-12-12,Jan,2020
MEX002,Criminal Violence in Mexico,Other type of violence,Country,No,Individual,Criminal Violence,MEX,Mexico,Americas,,,,Medium,3.7,3.9,3.6,,,,2.8,3,2.5,2019-12-12,Jan,2020
MEX003,Mixed Migration in Mexico,International displacement,Country,No,Individual,Mixed Migration,MEX,Mexico,Americas,,,,High,3.5,4.2,3.1,,,,2.8,3,2.5,2019-12-12,Jan,2020
MLI001,Complex crisis in Mali,Complex crisis,Country,Yes,Individual,Complex crisis,MLI,Mali,Africa,3.8,4,High,High,4,4.8,3.4,3.7,4.3,3,3.8,2.7,4.5,2019-12-12,Jan,2020
MMR001,Multiple crises in Myanmar,Multiple crises country,Country,Yes,Aggregated,Country level,MMR,Myanmar,Asia,3.4,4,High,High,3.6,2.6,4,3.2,3.3,3,3.6,3.7,3.5,2020-01-30,Jan,2020
MMR002,Rakhine Conflict,Conflict,Country,No,Individual,Rakhine conflict,MMR,Myanmar,Asia,3.5,4,High,High,3.1,1.3,3.7,3.6,3.1,4,3.6,3.7,3.5,2020-01-30,Jan,2020
MMR003,Kachin and Shan Conflict,Conflict,Country,No,Individual,Kachin and Shan conflict,MMR,Myanmar,Asia,2.7,3,Medium,High,2.7,2.3,2.9,2.1,2.2,2,3.6,3.7,3.5,2020-01-29,Jan,2020
MOZ001,Multiple Crises in Mozambique,Multiple crises country,Country,Yes,Aggregated,Multiple Crises,MOZ,Mozambique,Africa,3.5,4,High,High,3.5,2.4,3.9,3.9,3.7,4,2.9,3.2,2.5,2020-01-29,Jan,2020
MOZ004,Cabo Delgado Islamist Insurgency,Other type of violence,Country,No,Individual,Violent Insurgency in Cabo Delgado,MOZ,Mozambique,Africa,,,,Medium,3.2,1.3,3.8,,,,2.6,3.2,2,2020-01-29,Jan,2020
MRT002,Refugees from Mali in Mauritania,International displacement,Country,No,Individual,Malian refugees,MRT,Mauritania,Africa,2.2,3,Medium,Medium,2.3,0,3.1,2.2,1.3,3,2.3,2.9,1.5,2020-01-29,Jan,2020
MRT003,Food Security in Mauritania,Drought,Country,Yes,Individual,Food security,MRT,Mauritania,Africa,2.6,3,Medium,High,2.5,4.4,1,2.8,2.6,3,2.5,2.9,2,2020-01-29,Jan,2020
MWI002,Complex crisis in Malawi,Complex crisis,Country,Yes,Individual,Complex,MWI,Malawi,Africa,2.6,3,Medium,High,2.8,4.3,1.7,3.4,3.8,3,1.1,1.6,0.5,2020-01-30,Jan,2020
NER001,Multiple crises in Niger,Multiple crises country,Country,Yes,Aggregated,Country level,NER,Niger,Africa,3.6,4,High,High,3.7,4.9,2.8,3.5,3.9,3,3.6,3.1,4,2019-12-12,Jan,2020
NER002,Boko Haram in Niger,Conflict,Country,No,Individual,Boko Haram,NER,Niger,Africa,3.4,4,High,High,3.2,1.2,3.9,3.4,2.8,4,3.6,3.1,4,2019-12-12,Jan,2020
NER003,Mali/Burkina Faso conflict,Conflict,Country,No,Individual,Cross-border violence ,NER,Niger,Africa,3.1,4,High,High,2.3,2.4,2.2,3.1,3.1,3,3.6,3.1,4,2019-12-12,Jan,2020
NER004,Nigerian Refugees,International displacement,Country,No,Individual,Nigerian Refugees,NER,Niger,Africa,2.5,3,Medium,Very High,1.7,0.3,2.3,2.7,1.4,4,2.8,3.1,2.5,2019-12-16,Jan,2020
NGA001,Complex crisis in Nigeria,Complex crisis,Country,Yes,Individual,Complex crisis,NGA,Nigeria,Africa,4,4,High,High,4,5,3.3,4,5,3,4.1,3.5,4.5,2020-01-29,Jan,2020
NGA003,Middle belt conflict,Conflict,Country,No,Individual,Middle Belt,NGA,Nigeria,Africa,,,,Low,1.9,3.5,0.8,,,,3.5,3.5,3.5,2020-01-29,Jan,2020
NGA004,Boko Haram crisis in Nigeria,Conflict,Country,No,Individual,Boko Haram ,NGA,Nigeria,Africa,4,4,High,High,3.6,2.1,4.1,4.4,4.7,4,3.8,3.5,4,2020-01-29,Jan,2020
NGA007,Northwest Banditry,Other type of violence,Country,No,Individual,Northwest Banditry,NGA,Nigeria,Africa,,,,High,3.4,2.3,3.8,,,,3.3,3.5,3,2020-01-29,Jan,2020
NGA008,Cameroonian Refugees in Nigeria,International displacement,Country,No,Individual,Cameroonian Refugees,NGA,Nigeria,Africa,2,2,Low,High,2.4,2.1,2.6,1.1,1.2,1,3,3.5,2.5,2020-01-29,Jan,2020
NIC001,Socioeconomic crisis in Nicaragua,Political and economic crisis,Country,Yes,Individual,Socioeconomic crisis,NIC,Nicaragua,Americas,,,,Low,3.2,4,2.7,,,,2.3,2.9,1.5,2019-12-16,Jan,2020
PAK001,Complex crisis in Pakistan,Complex crisis,Country,Yes,Individual,Complex crisis,PAK,Pakistan,Asia,3.4,4,High,High,3.7,5,2.6,3.1,4.1,2,3.8,3.5,4,2020-01-29,Jan,2020
PAK004,Kashmir conflict in Pakistan,Conflict,Country,No,Individual,Kashmir conflict,PAK,Pakistan,Asia,,,,Medium,2.3,1.1,2.8,,,,3,3.5,2.5,2020-01-29,Jan,2020
PER002,Venezuela displacement in Peru,International displacement,Country,Yes,Individual,Venezuelan refugees,PER,Peru,Americas,2.3,3,Medium,High,2.5,2.6,2.4,2.6,3.1,2,1.9,2.3,1.5,2019-12-17,Jan,2020
PHL001,Multiple crises in the Philippines,Multiple crises country,Country,Yes,Aggregated,Country level,PHL,Philippines,Asia,2.7,3,Medium,Very High,3.7,4.3,3.3,1.9,2.7,1,2.9,2.8,3,2019-12-20,Jan,2020
PHL003,Mindanao conflict,Conflict,Country,No,Individual,Mindanao Conflict,PHL,Philippines,Asia,2.2,3,Medium,High,2.8,2.9,2.8,1.6,2.1,1,2.7,2.8,2.5,2019-12-20,Jan,2020
PHL004,Mindanao Earthquake,Earthquake,Country,No,Individual,Mindanao Earthquake,PHL,Philippines,Asia,2.1,3,Medium,High,2.4,2.5,2.3,1.5,2,1,2.7,2.8,2.5,2019-12-20,Jan,2020
PHL005,Typhoon Tisoy,,Country,No,Individual,,PHL,Philippines,Asia,1.8,2,Low,High,2.1,3.3,1.4,1.2,1.3,1,2.4,2.8,2,2019-12-20,Jan,2020
PHL006,Typhoon Phanfone,,Country,No,Individual,,PHL,Philippines,Asia,3,3,Medium,High,2.7,1.3,3.3,3.6,4.1,3,2.4,2.8,2,2020-01-08,Jan,2020
PRK001,Complex crisis in DPRK,Complex crisis,Country,Yes,Individual,Complex crisis,PRK,DPRK,Asia,4.1,5,Very High,Low,4.8,4.6,4.9,4.5,5,4,2.9,3.3,2.5,2019-11-20,Jan,2020
PSE002,Conflict in Palestine,Conflict,Country,Yes,Individual,Conflict,PSE,Palestine,Middle east,3.8,4,High,High,3.9,3.4,4.1,4,4,4,3.3,2.4,4,2020-01-20,Jan,2020
REG001,Regional Boko Haram Crisis,Regional crisis,Regional,,Individual,Regional Boko Haram,NGA|NER|TCD|CMR,Nigeria|Niger|Chad|Cameroon,Africa|Africa|Africa|Africa,4.3,5,Very High,High,4.2,2.4,4.8,4.5,5,4,3.9,3.7,4,2019-12-16,Jan,2020
REG002,Venezuela Regional Crisis,Regional crisis,Regional,,Individual,Venezuela Regional Crisis,VEN|BRA|COL|ECU|PER|TTO|CHL|DOM|PAN,Venezuela|Brazil|Colombia|Ecuador|Peru|Trinidad and Tobago|Chile|Dominican Republic|Panama,Americas|Americas|Americas|Americas|Americas|Americas|Americas|Americas|Americas,3.6,4,High,Medium,4,2.9,4.4,4,5,3,2.5,2.4,2.5,2019-12-17,Jan,2020
REG003,Regional Kashmir conflict,Regional crisis,Regional,No,Individual,Regional Kashmir conflict,IND|PAK,India|Pakistan,Asia|Asia,,,,Low,3,2.1,3.4,,,,2.8,3.1,2.5,2020-01-30,Jan,2020
REG004,Syrian Regional Crisis,Regional crisis,Regional,No,Individual,Syrian Regional Crisis,SYR|TUR|IRQ|EGY|JOR|LBN,Syria|Turkey|Iraq|Egypt|Jordan|Lebanon,Middle east|Middle east|Middle east|Africa|Middle east|Middle east,4.2,5,Very High,High,3.9,3,4.3,4.5,5,4,3.8,3.5,4,2019-12-16,Jan,2020
REG006,Eastern Mediterranean Route ,Regional crisis,Regional,,Individual,Eastern Mediterranean Route ,TUR|GRC,Turkey|Greece,Middle east|Europe,,,,Low,,,2.7,,,,2.3,2.6,2,2019-12-16,Jan,2020
REG007,Central Mediterranean Route,Regional crisis,Regional,,Individual,Central Mediterranean Route,DZA|TUN|LBY|ITA,Algeria|Tunisia|Libya|Italy,Africa|Africa|Africa|Europe,,,,Very Low,,,3.8,,,,2.4,2.8,2,2019-12-16,Jan,2020
REG008,Western Mediterranean Route,Regional crisis,Regional,,Individual,Western Mediterranean Route,DZA|MAR|ESP,Algeria|Morocco|Spain,Africa|Africa|Europe,,,,Very Low,,,3.4,,,,2.3,2.9,1.5,2019-12-16,Jan,2020
REG011,Rohingya Regional Crisis,Regional crisis,Regional,No,Individual,Rohingya Regional Crisis,BGD|MMR,Bangladesh|Myanmar,Asia|Asia,3.7,4,High,Very High,3.3,1.3,4,3.9,3.7,4,3.7,3.3,4,2020-01-30,Jan,2020
RWA002,Burundi and DRC refugees in Rwanda,International displacement,Country,Yes,Individual,Refugees,RWA,Rwanda,Africa,2.3,3,Medium,Very High,2.7,2.1,2.9,2,2,2,2.5,3.3,1.5,2020-01-30,Jan,2020
SDN001,Complex crisis in Sudan,Multiple crises country,Country,Yes,Aggregated,Complex crisis,SDN,Sudan,Africa,4.1,5,Very High,High,4.2,4.8,3.8,4,4.9,3,4.3,4.1,4.5,2019-10-30,Jan,2020
SEN002,Drought in Senegal,Drought,Country,Yes,Individual,Drought,SEN,Senegal,Africa,2.6,3,Medium,High,3.5,4.1,3.1,2.3,2.6,2,2.2,1.9,2.5,2020-01-29,Jan,2020
SLV001,Complex crisis in El Salvador,Complex crisis,Country,Yes,Individual,Complex crisis,SLV,El Salvador,Americas,2.7,3,Medium,High,3.3,3.7,3.1,2.3,2.5,2,2.7,2.9,2.5,2019-12-12,Jan,2020
SOM001,Complex crisis in Somalia,Complex crisis,Country,Yes,Individual,Complex crisis,SOM,Somalia,Africa,4.2,5,Very High,Very High,4.8,4.7,4.9,3.5,3.9,3,4.5,4.5,4.5,2019-12-11,Jan,2020
SOM002,Mixed Migration Flows in Somalia,International displacement,Country,No,Individual,Mixed Migration,SOM,Somalia,Africa,2,2,Low,High,1.7,0.8,2.1,1,0.9,1,3.9,4.5,3,2019-10-31,Jan,2020
SSD001,Complex crisis in South Sudan,Complex crisis,Country,Yes,Individual,Complex crisis,SSD,South Sudan,Africa,4.3,5,Very High,High,4.5,4.6,4.5,4.4,4.8,4,3.9,3.1,4.5,2019-12-11,Jan,2020
SSD002,Floods in South Sudan,Flood,Country,No,Individual,,SSD,South Sudan,Africa,3.1,4,High,High,2.3,3.6,1.5,3,3,3,3.9,3.1,4.5,2019-11-29,Jan,2020
SYR001,Syrian conflict,Complex crisis,Country,Yes,Individual,Conflict,SYR,Syria,Middle east,4.9,5,Very High,High,4.8,4.4,4.9,5,5,5,4.7,4.3,5,2019-12-16,Jan,2020
TCD001,Complex crisis in Chad,Multiple crises country,Country,Yes,Aggregated,Complex crisis,TCD,Chad,Africa,4.1,5,Very High,High,4,4.8,3.5,4.2,4.4,4,3.9,3.8,4,2019-11-27,Jan,2020
TCD003,Boko Haram in Chad,Conflict,Country,No,Individual,Boko Haram ,TCD,Chad,Africa,3.5,4,High,High,3.1,0.6,3.9,3.4,2.8,4,3.9,3.8,4,2019-11-27,Jan,2020
TCD004,CAR refugees in Chad,International displacement,Country,No,Individual,CAR refugees,TCD,Chad,Africa,3.1,4,High,High,2.8,1.9,3.2,3.2,3.4,3,3.2,3.8,2.5,2019-11-27,Jan,2020
TCD005,Darfur refugees in Chad,International displacement,Country,No,Individual,Darfur refugees,TCD,Chad,Africa,3.3,4,High,High,2.9,1.7,3.4,3.7,3.3,4,3,3.8,2,2019-11-27,Jan,2020
TCD006,Tibesti Conflict in Chad,Conflict,Country,No,Individual,Tibesti conflict,TCD,Chad,Africa,,,,High,2.4,1.3,2.9,,,,3.4,3.8,3,2019-11-27,Jan,2020
THA001,Multiple situations in Thailand,Multiple crises country,Country,Yes,Aggregated,Country level,THA,Thailand,Asia,1.7,2,Low,High,2.6,1.2,3.2,0.8,1.6,0,2.1,2.7,1.5,2020-01-30,Jan,2020
THA002,Conflict in southern Thailand ,Conflict,Country,No,Individual,Conflict,THA,Thailand,Asia,,,,Medium,2.7,1.1,3.3,,,,1.9,2.7,1,2020-01-29,Jan,2020
THA003,Myanmar refugees in Thailand,International displacement,Country,No,Individual,Refugees,THA,Thailand,Asia,2.1,3,Medium,High,2,0,2.7,2.3,1.6,3,1.9,2.7,1,2020-01-29,Jan,2020
TTO002,Venezuelan refugees in Trinidad and Tobago,International displacement,Country,Yes,Individual,Venezuelan refugees,TTO,Trinidad and Tobago,Americas,1.5,2,Low,High,2,2.9,1.4,1.2,1.3,1,1.5,1.5,1.5,2019-12-17,Jan,2020
TUN002,Mixed migration flows in Tunisia,International displacement,Country,Yes,Individual,Mixed Migration,TUN,Tunisia,Africa,,,,Medium,3.2,4.3,2.5,,,,1.6,2.5,0.5,2019-12-16,Jan,2020
TUR001,Complex situation in Turkey,Multiple crises country,Country,Yes,Aggregated,Country level,TUR,Turkey,Middle east,3.2,4,High,High,3.7,3.8,3.7,3,4,2,3.2,3.3,3,2020-01-29,Jan,2020
TUR002,Syrian Refugees in Turkey,International displacement,Country,No,Individual,Syrian refugees,TUR,Turkey,Middle east,3.3,4,High,High,3.6,3,3.9,3.5,3.9,3,2.7,3.3,2,2020-01-29,Jan,2020
TUR003,Mixed Migration Flows in Turkey,International displacement,Country,No,Individual,Mixed Migration,TUR,Turkey,Middle east,3.1,4,High,High,3,3.1,3,3.5,4,3,2.7,3.3,2,2020-01-29,Jan,2020
TUR004,Kurdish Conflict,Conflict,Country,No,Individual,Kurdish conflict,TUR,Turkey,Middle east,,,,Medium,3.6,2.4,4,,,,3.2,3.3,3,2019-12-16,Jan,2020
TZA002,International Displacement in Tanzania,International displacement,Country,No,Individual,Refugees,TZA,Tanzania,Africa,1.8,2,Low,Very High,2.1,2.4,1.9,1.7,2.4,1,1.8,2,1.5,2020-01-30,Jan,2020
UGA005,International Displacement in Uganda,International displacement,Country,Yes,Individual,Refugees,UGA,Uganda,Africa,2.8,3,Medium,High,2.4,2.1,2.6,3.3,3.6,3,2.3,3,1.5,2019-12-12,Jan,2020
UKR002,Conflict in Ukraine,Conflict,Country,Yes,Individual,Conflict,UKR,Ukraine,Europe,3.5,4,High,High,3.3,1.7,3.9,4.1,4.2,4,2.8,2.6,3,2020-01-29,Jan,2020
VEN001,Complex crisis in Venezuela,Complex crisis,Country,Yes,Individual,Complex crisis,VEN,Venezuela,Americas,4,4,High,Medium,5,4.9,5,4,5,3,3.1,3.1,3,2019-12-17,Jan,2020
YEM001,Conflict in Yemen,Complex crisis,Country,Yes,Individual,Complex crisis,YEM,Yemen,Middle east,4.7,5,Very High,High,5,4.9,5,4.5,5,4,4.6,4,5,2020-01-06,Jan,2020
YEM002,Mixed migration flows in Yemen,International displacement,Country,No,Individual,Mixed Migration,YEM,Yemen,Middle east,3,3,Medium,High,2.2,0.8,2.8,2.9,2.7,3,3.8,4,3.5,2020-01-06,Jan,2020
ZMB002,Drought in Zambia,Drought,Country,Yes,Individual,Drought,ZMB,Zambia,Africa,2.7,3,Medium,High,2.4,3.9,1.4,3.5,3.9,3,1.6,1.7,1.5,2019-11-15,Jan,2020
